reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
ALHC64J88LVWO,B0002E1O2C,Wayfinder,"[0, 1]","Regardless of the string itself, I insist on honesty in advertising and marketing.  So when I was earnestly considering ordering this string I read the summary, in which it was stated:""Elixir Strings are coated in a unique way to protect wound strings from your DNA and other contaminants.""Ohhhh... protects my string from DNA!  Yeah, that DNA really messes up guitar strings all right.  In fact it's the worst contaminant EVER... worse even than the oils and acids on our skin... worse than the cells themselves that contain and hold the DNA from exposure because the DNA is the blueprint of those cells, contained deep within protective walls.  But somehow that nasty ol' DNA leaks out and contaminates our guitar strings!Honestly.  It's like none of us have ever attended a biology class because we're musicians?As I read the reviews, I noted review after review after review that seemed like some sort of marketing promo.  I noticed not one of those reviews indicated they had actually purchased the product from Amazon.  Hmmmm.The first honest review I found was one which said, ""These strings sound somewhat artificial.""  Ah finally, one of the REAL reviews.Look, the product may be good or not.  It may be the best string ever or not.  But am I going to spend time and money testing a string that apparently can't stand on its own quality without bogus marketing hype?We're musicians, not morons.  If you want us to buy a string, be totally honest in the marketing.  A quality string will sell itself by performance, sound and long life.  No matter how heavy the marketing hype, if the string is bad you'll only sell one set.  If it's good... you don't need the hype.EDIT FOLLOW-UP:  After reading numerous reviews, this does actually seem to be a good set of strings.  Which means the product can stand on customer testimony alone and shouldn't need spin to sell.  Just sayin'.  ;)",3,Honesty is the first key in marketing,1385337600,"11 25, 2013"
A341MNU9GWBWKS,B0002E1O2M,CaptainButts,"[0, 0]","I read several reviews before purchasing these strings. I've never bought any strings with any sort of coating on them but after putting these on my Yamaha acoustic, it sounded great! They have very good high and low tones and give a more resonating tone to the whole guitar. My Yamaha is not a very expensive model but these strings make it sound like it is. If you're wanting to upgrade to a thicker set of strings, definitely give these a try. The coating is supposed to make them last longer and resist corrosion and what not, but they are also a little smoother on the fingertips when changing chord positions and sliding up and down the fret board.",5,Great tone!,1392336000,"02 14, 2014"
AOY459LVUBKLO,B0002E1O2M,Confidential Name,"[1, 1]","Time will tell if they last longer than strings 1/3rd the price. Visually, they don't appear any different than cheaper Bronze wound strings. I was expecting something different, but as far as sound goes, the strings tuned well and only required some stretching 3 times to get them to stay in tune, even after playing &#34;smear notes&#34; on several songs. My problem with cheaper strings (De'Angelo) was they would tarnish or rust quickly, the winding would come lose and bare the inner string over the fret marks on the guitar. The company claims these are treated to prevent corrosion and should last 3 to 5 times longer. I'll know in a few weeks if that statement is true or not. Since these are literally triple the cost, I'll know if it was worth the extra expense. Hopefully these are made in the USA instead of China like most other things we buy in America. Good or bad, once I see the longevity of this set, I'll add to this review at that time.",4,Nice tone....,1378166400,"09 3, 2013"
A3UZITVEOSRRHD,B0002E1O2M,"David V. Locker ""TECH""","[1, 1]","The Nanoweb strings do stay clean and they stand up but, on the negative side...I replaced one string in my set with a nanoweb and noticed right away the feel was slippery. When picking my fingers would slip on the nano string rather than pluck.  I will stick to cleaning my good old standard strings.",3,NanoWeb stay clean but,1240444800,"04 23, 2009"
A2GVH4P25TXN8M,B0002E1O2M,"D. Villella ""gadget geek""","[0, 0]","I've been playing guitar for about 15 years - and within the last year bought my first Taylor guitar (Taylor Guitars 414CE-LTD Grand Auditorium Acoustic Electric Guitar). It came with these Elixir strings on it from the factory. I am blown away by the brightness and purity of the tone these strings produce. What's even better is how long they last.I'm pretty hard on my strings. I useDunlop Standard Tortex Picks, 12 Pack, Purple, 1.14mmwhich are very stiff, and chew up strings very quickly. The nanoweb wrap that they put on these string makes them last several MONTHS instead of weeks. They're a little bit more expensive then other major string brands. But after about a year of listening to these (only gone through 3 sets so far), they're worth the extra few bucks.",5,Sound bright and clear - last a long time,1354060800,"11 28, 2012"
A6KYDNP84GGGJ,B0002E1O2M,GolferMark,"[0, 0]","They feel great, last longer than any other string I ever used and most importantly, they sound terrific. The medium weight also has a better tone than thinner gauges. My Taylor is much louder now that I use these.However, you may have to adjust your truss rod if you change from lite or extra light.",5,My Favorite Acoustic Strings,1367625600,"05 4, 2013"
A3BEKIXEMSZ9PL,B0002E1O2M,Jim C,"[0, 0]","These are pricey but keep the fresh sparkly tone much longer.  When they start sounding a little dull it wipe them down with Fast Fret, loosen off the tension a bit and wipe 'em down firmly and they sound new again.",5,"I've tried them all, these are the best",1357171200,"01 3, 2013"
A35JPJHGOSPZX9,B0002E1O2M,J. Ralston,"[0, 0]",Great great great great great great great great great.  Been uning them for years.  Love the sound and playability and durability.  matin coated are good too.,5,Great,1385510400,"11 27, 2013"
A1N46MR82AUE4T,B0002E1O2M,JR,"[0, 0]",These strings are very nice and sound great. Elixer is a fantastic brand and these strings are definitely worth the price.,5,Great!,1390867200,"01 28, 2014"
A1TSKKBNV38E8Y,B0002E1O2M,"K. Harriger ""K.R. Harriger""","[0, 1]","I hesitate to write this review simply because it's pretty obvious nearly everyone else loves these strings. To be honest, I was very, very impressed with their feel and handling. I do think they're the best playing strings I've used when it comes to pure playability. Hands down, none better. They were butter-smooth and great for flat picking. But for me it was a trade-off, because I simply wasn't impressed with the tone. I even took the time to try them on three different guitars (all dreadnoughts): a classic maple sides/spruce top, a mahogany back/sides with spruce top, and a maple backs/sides with a nato top. On all three, I didn't like the tone as much as the strings I was using. I really wanted to like them, but they simply didn't have the tone of the medium gauge Martin SPs I normally use.This isn't to say they're not great strings that sound different on other peoples' guitars, but I simply didn't like them on mine. I love good projection with rich bass tones and ringing treble for the folk and traditional music I play in our jam group. The Elixirs just lacked the punchy high tones of the Martin strings I use, and the treble sounds tinny vs. the clear ring of the Martins I normally use. To be fair, the bass strings sound great, and aren't much different. I would have to say choose your strings carefully based upon how you're going to use them. I play in acoustic groups, and the Elixir strings just don't have what I need to be heard, in spite of how great they feel under your fingers. If playability is more important than great tonal range, then by all means buy these strings...you won't be disappointed. I'm guessing these would be fine on an acoustic electric, where the electronics could compensate for the weaker treble tones.",3,"Great feel and handling, but not the sound I like",1391558400,"02 5, 2014"
A3D0PD45BHLXFX,B0002E1O2M,Mr. Practical,"[0, 0]",I've been using Elixir strings since Gore first made prototypes over 10 years ago. I use both electric and acoustic. The product performs exactly as they guarantee it will.  Every once in a while I'll get a &#34;dead&#34; string. I'll just call the customer service number and they will replace it free of charge. Same thing with strings that break while tuning them up.,5,It's the only string I use,1374969600,"07 28, 2013"
A3R8XCQYDNQIAA,B0002E1O2M,"Peter ""Thib's""","[0, 0]","Compared these all in Medium .013's on a Taylor 210 dreadnought .... Martin SP Bronze & Phosphor Bronze, Martins Lifespan SP, Dr, D'addario EJ17 Phosphor Bronze, and Elixir Nanoweb 80/20 Bronze and Phospher Bronze. I tried them back to back. Switching back and forth. Narrowing it down to D'addario and Elixirs. I did the same with these 3 sets. One day I'd try all 3 playing along with a cd. Then I'd try a different set every 3 days. The Elixir 80/20 comes out on top. Best sounding of all, smooth on my fingers. Second, Elixir Phospher bronze, last was D'addario. I'd be satisfied with the D'addario they do sound good. But the Elixir sounds & feels better.",5,Best sounding strings,1355443200,"12 14, 2012"
A3LOJ2QHXITCF7,B0002E1O2M,Ryan Enger,"[0, 0]","I always go with Elixirs. Great, long-lasting sound! I would recommend these to anyone, both experienced players and amateurs alike.",5,The best!,1386201600,"12 5, 2013"
A2AWJRUEY9IG4B,B0002E1O2M,TonyTee,"[0, 0]","These are perfect. Hard to beat strings. They last, keep in tune, and keep their tone. They don't need any string cleaners either. So you can save money on that. An obvious noticeable difference between the Medium gauge and the Light is that these Medium gauge are not recommended if you like to finger-pick a lot.  But boy.... Are they bright! Enough to blow the spruce tops from pine trees!",4,Great guitar strings,1374969600,"07 28, 2013"
